Date,Area,SKU,Sales_Value,Units,Promo_Type
2024-02-10,East,SKU-003,5691.11,76,BOGO
2024-02-10,East,SKU-004,3269.88,141,None
2024-02-10,East,SKU-005,3024.05,53,None
2024-02-10,East,SKU-006,1990.38,49,None
2024-02-10,East,SKU-007,1528.82,38,None
2024-02-10,East,SKU-008,6943.28,134,None
2024-02-10,East,SKU-009,1257.84,51,None
2024-02-10,East,SKU-010,4594.5,130,None
2024-02-10,West,SKU-001,2016.62,75,Bundle
2024-02-10,West,SKU-002,1000.39,65,None
2024-02-10,West,SKU-003,3722.62,78,Discount
2024-02-10,West,SKU-004,3977.38,258,Bundle
2024-02-10,West,SKU-005,3250.9,61,Bundle
2024-02-10,West,SKU-006,2515.65,57,Bundle
2024-02-10,West,SKU-007,1442.72,28,None
2024-02-10,West,SKU-008,6838.93,277,Discount
2024-02-10,West,SKU-009,1895.81,26,BOGO
2024-02-10,West,SKU-010,6197.1,299,Discount
2024-02-11,North,SKU-001,1638.12,61,None
2024-02-11,North,SKU-002,1235.28,20,Discount
2024-02-11,North,SKU-003,3919.78,61,None
2024-02-11,North,SKU-004,5641.95,267,BOGO
2024-02-11,North,SKU-005,3633.86,49,Discount
2024-02-11,North,SKU-006,2175.42,31,None
2024-02-11,North,SKU-007,1473.65,62,None
2024-02-11,North,SKU-008,7774.49,185,Discount
2024-02-11,North,SKU-009,2195.66,40,Discount
2024-02-11,North,SKU-010,4882.72,62,None
2024-02-11,South,SKU-001,1683.33,28,None
2024-02-11,South,SKU-002,1148.21,16,Discount
2024-02-11,South,SKU-003,4672.01,58,Discount
2024-02-11,South,SKU-004,5633.53,102,BOGO
2024-02-11,South,SKU-005,3660.31,65,Bundle
2024-02-11,South,SKU-006,2878.83,39,Bundle
2024-02-11,South,SKU-007,2437.21,30,Discount
2024-02-11,South,SKU-008,5050.14,111,None
2024-02-11,South,SKU-009,1592.55,55,None
2024-02-11,South,SKU-010,8709.55,237,Flash Sale
2024-02-11,East,SKU-001,1908.45,67,Discount
2024-02-11,East,SKU-002,1066.54,54,Discount
2024-02-11,East,SKU-003,4637.42,128,Discount
2024-02-11,East,SKU-004,2542.69,69,None
2024-02-11,East,SKU-005,5784.26,105,Flash Sale
2024-02-11,East,SKU-006,2233.46,80,None
2024-02-11,East,SKU-007,3005.13,65,BOGO
2024-02-11,East,SKU-008,8669.83,152,Bundle
2024-02-11,East,SKU-009,1630.09,36,Bundle
2024-02-11,East,SKU-010,7481.5,110,BOGO
2024-02-11,West,SKU-001,1921.52,55,None
2024-02-11,West,SKU-002,1381.51,85,BOGO
2024-02-11,West,SKU-003,5919.07,81,BOGO
2024-02-11,West,SKU-004,3976.65,160,BOGO
2024-02-11,West,SKU-005,2613.86,66,None
2024-02-11,West,SKU-006,2027.58,50,None
2024-02-11,West,SKU-007,1841.13,28,None
2024-02-11,West,SKU-008,10337.11,316,BOGO
2024-02-11,West,SKU-009,1452.69,47,None
2024-02-11,West,SKU-010,6984.64,201,Bundle
2024-02-12,North,SKU-001,1719.83,43,Discount
2024-02-12,North,SKU-002,782.23,10,None
2024-02-12,North,SKU-003,3587.48,53,Bundle
2024-02-12,North,SKU-004,2195.47,29,None
2024-02-12,North,SKU-005,3618.41,148,Discount
2024-02-12,North,SKU-006,1854.71,24,None
2024-02-12,North,SKU-007,1181.1,67,None
2024-02-12,North,SKU-008,10243.92,209,Flash Sale
2024-02-12,North,SKU-009,1120.36,62,None
2024-02-12,North,SKU-010,3692.2,50,None
2024-02-12,South,SKU-001,1423.62,24,None
2024-02-12,South,SKU-002,797.34,12,Discount
2024-02-12,South,SKU-003,3578.05,130,Discount
2024-02-12,South,SKU-004,3553.69,54,Discount
2024-02-12,South,SKU-005,2116.3,83,None
2024-02-12,South,SKU-006,1324.43,23,None
2024-02-12,South,SKU-007,1181.84,31,None
2024-02-12,South,SKU-008,7219.4,94,BOGO
2024-02-12,South,SKU-009,1747.08,66,Discount
2024-02-12,South,SKU-010,5789.32,156,Discount
2024-02-12,East,SKU-001,1505.73,89,Bundle
2024-02-12,East,SKU-002,593.03,32,None
2024-02-12,East,SKU-003,5004.56,82,Flash Sale
2024-02-12,East,SKU-004,3409.37,96,Bundle
2024-02-12,East,SKU-005,3536.75,60,Discount
2024-02-12,East,SKU-006,1954.3,30,None
2024-02-12,East,SKU-007,1787.9,84,Bundle
2024-02-12,East,SKU-008,5416.89,153,Bundle
2024-02-12,East,SKU-009,1557.04,20,Bundle
2024-02-12,East,SKU-010,4527.4,82,None
2024-02-12,West,SKU-001,2161.67,35,BOGO
2024-02-12,West,SKU-002,1256.51,17,BOGO
2024-02-12,West,SKU-003,3561.02,185,Bundle
2024-02-12,West,SKU-004,2357.08,52,None
2024-02-12,West,SKU-005,2125.24,56,None
2024-02-12,West,SKU-006,1648.22,39,None
2024-02-12,West,SKU-007,1245.74,21,None
2024-02-12,West,SKU-008,7044.88,171,Discount
2024-02-12,West,SKU-009,2062.0,66,Flash Sale
2024-02-12,West,SKU-010,4705.89,117,None
2024-02-13,North,SKU-001,1995.54,33,BOGO
2024-02-13,North,SKU-002,1489.72,34,Flash Sale
2024-02-13,North,SKU-003,4483.25,147,BOGO
2024-02-13,North,SKU-004,2745.94,44,None
2024-02-13,North,SKU-005,2559.51,47,Bundle
2024-02-13,North,SKU-006,2686.73,39,BOGO
2024-02-13,North,SKU-007,1236.18,29,None
2024-02-13,North,SKU-008,5335.57,99,None
2024-02-13,North,SKU-009,2143.82,37,Flash Sale
2024-02-13,North,SKU-010,3308.06,48,None
2024-02-13,South,SKU-001,1557.2,26,None
2024-02-13,South,SKU-002,926.64,22,Bundle
2024-02-13,South,SKU-003,3143.23,53,Bundle
2024-02-13,South,SKU-004,3688.41,55,BOGO
2024-02-13,South,SKU-005,3804.79,50,Discount
2024-02-13,South,SKU-006,3144.35,59,BOGO
2024-02-13,South,SKU-007,2897.87,41,Flash Sale
2024-02-13,South,SKU-008,4707.17,92,None
2024-02-13,South,SKU-009,970.01,18,None
2024-02-13,South,SKU-010,5341.42,160,BOGO
2024-02-13,East,SKU-001,1262.46,20,None
2024-02-13,East,SKU-002,1404.59,22,Flash Sale
2024-02-13,East,SKU-003,4982.9,98,Flash Sale
2024-02-13,East,SKU-004,2480.81,91,None
2024-02-13,East,SKU-005,5030.64,130,Flash Sale
2024-02-13,East,SKU-006,2689.99,33,Flash Sale
2024-02-13,East,SKU-007,1143.12,58,None
2024-02-13,East,SKU-008,4259.69,58,None
2024-02-13,East,SKU-009,2740.31,115,Flash Sale
2024-02-13,East,SKU-010,4181.09,99,None
2024-02-13,West,SKU-001,2124.58,35,Bundle
2024-02-13,West,SKU-002,1403.54,31,Flash Sale
2024-02-13,West,SKU-003,5339.6,120,Flash Sale
2024-02-13,West,SKU-004,3569.73,83,BOGO
2024-02-13,West,SKU-005,2400.58,34,None
2024-02-13,West,SKU-006,2495.38,76,Discount
2024-02-13,West,SKU-007,1742.6,99,BOGO
2024-02-13,West,SKU-008,6986.28,312,Bundle
2024-02-13,West,SKU-009,1866.61,92,Bundle
2024-02-13,West,SKU-010,5460.72,271,Discount
2024-02-14,North,SKU-001,1268.11,22,None
2024-02-14,North,SKU-002,755.84,15,None
2024-02-14,North,SKU-003,4028.47,54,Discount
2024-02-14,North,SKU-004,2474.79,51,None
2024-02-14,North,SKU-005,3115.94,85,Bundle
2024-02-14,North,SKU-006,3113.11,46,BOGO
2024-02-14,North,SKU-007,1625.28,27,Discount
2024-02-14,North,SKU-008,7585.13,146,Discount
2024-02-14,North,SKU-009,1274.68,24,None
2024-02-14,North,SKU-010,4203.36,123,None
2024-02-14,South,SKU-001,1291.59,63,None
2024-02-14,South,SKU-002,802.97,24,None
2024-02-14,South,SKU-003,2880.52,87,None
2024-02-14,South,SKU-004,2826.65,127,Discount
2024-02-14,South,SKU-005,2709.91,42,None
2024-02-14,South,SKU-006,2024.63,76,Bundle
2024-02-14,South,SKU-007,1863.29,27,Discount
2024-02-14,South,SKU-008,4654.77,227,None
2024-02-14,South,SKU-009,1258.32,18,None
2024-02-14,South,SKU-010,5662.76,135,Bundle
2024-02-14,East,SKU-001,2401.59,55,Flash Sale
2024-02-14,East,SKU-002,622.58,9,None
2024-02-14,East,SKU-003,3619.56,112,BOGO
2024-02-14,East,SKU-004,2057.45,45,None
2024-02-14,East,SKU-005,2785.94,43,Bundle
2024-02-14,East,SKU-006,2189.61,35,Discount
2024-02-14,East,SKU-007,1575.42,31,Bundle
2024-02-14,East,SKU-008,7594.62,100,Flash Sale
2024-02-14,East,SKU-009,1501.23,42,Bundle
2024-02-14,East,SKU-010,3318.87,67,None
2024-02-14,West,SKU-001,2671.44,62,BOGO
2024-02-14,West,SKU-002,920.54,28,Discount
2024-02-14,West,SKU-003,2483.58,46,None
2024-02-14,West,SKU-004,3613.75,56,Bundle
2024-02-14,West,SKU-005,3285.21,55,Discount
2024-02-14,West,SKU-006,1520.28,96,None
2024-02-14,West,SKU-007,1516.65,96,None
2024-02-14,West,SKU-008,5017.2,84,None
2024-02-14,West,SKU-009,1721.56,51,BOGO
2024-02-14,West,SKU-010,4506.13,81,Discount
2024-02-15,North,SKU-001,1659.67,28,None
2024-02-15,North,SKU-002,1163.2,20,Discount
2024-02-15,North,SKU-003,2297.53,42,None
2024-02-15,North,SKU-004,5059.26,68,Flash Sale
2024-02-15,North,SKU-005,2696.76,44,None
2024-02-15,North,SKU-006,2111.19,36,Discount
2024-02-15,North,SKU-007,1413.33,18,None
2024-02-15,North,SKU-008,7703.03,128,Discount
2024-02-15,North,SKU-009,1750.97,26,BOGO
2024-02-15,North,SKU-010,6152.29,154,Discount
2024-02-15,South,SKU-001,2707.39,85,BOGO
2024-02-15,South,SKU-002,858.63,44,Discount
2024-02-15,South,SKU-003,4024.25,151,Discount
2024-02-15,South,SKU-004,2747.54,54,Bundle
2024-02-15,South,SKU-005,3924.95,69,Flash Sale
2024-02-15,South,SKU-006,2319.93,106,Bundle
2024-02-15,South,SKU-007,1108.91,17,None
2024-02-15,South,SKU-008,5214.15,110,Bundle
2024-02-15,South,SKU-009,1421.87,24,None
2024-02-15,South,SKU-010,4766.59,130,Discount
2024-02-15,East,SKU-001,2762.9,56,Flash Sale
2024-02-15,East,SKU-002,907.2,21,Bundle
2024-02-15,East,SKU-003,2797.19,183,None
2024-02-15,East,SKU-004,2764.18,55,Bundle
2024-02-15,East,SKU-005,3476.64,100,BOGO
2024-02-15,East,SKU-006,1729.93,22,None
2024-02-15,East,SKU-007,1266.88,17,None
2024-02-15,East,SKU-008,6613.52,147,BOGO
2024-02-15,East,SKU-009,1797.11,67,Discount
2024-02-15,East,SKU-010,4695.79,81,None
2024-02-15,West,SKU-001,2131.69,29,Discount
2024-02-15,West,SKU-002,1120.32,15,BOGO
2024-02-15,West,SKU-003,3915.78,162,Bundle
2024-02-15,West,SKU-004,2842.32,35,Discount
2024-02-15,West,SKU-005,3245.16,169,Discount
2024-02-15,West,SKU-006,2299.91,29,Discount
2024-02-15,West,SKU-007,2065.57,128,Bundle
2024-02-15,West,SKU-008,6535.95,98,BOGO
2024-02-15,West,SKU-009,1166.19,40,None
2024-02-15,West,SKU-010,6048.12,84,Bundle
2024-02-16,North,SKU-001,1548.15,51,None
2024-02-16,North,SKU-002,573.58,23,None
2024-02-16,North,SKU-003,2721.31,36,None
2024-02-16,North,SKU-004,2248.06,39,None
2024-02-16,North,SKU-005,2022.8,110,None
2024-02-16,North,SKU-006,2595.31,121,Discount
2024-02-16,North,SKU-007,1518.61,79,None
2024-02-16,North,SKU-008,4200.45,78,None
2024-02-16,North,SKU-009,1400.27,49,Discount
2024-02-16,North,SKU-010,7118.32,90,BOGO
2024-02-16,South,SKU-001,2494.18,31,Flash Sale
2024-02-16,South,SKU-002,653.76,8,None
2024-02-16,South,SKU-003,4261.55,79,Discount
2024-02-16,South,SKU-004,3309.08,100,BOGO
2024-02-16,South,SKU-005,3835.89,98,Flash Sale
2024-02-16,South,SKU-006,1602.69,21,None
2024-02-16,South,SKU-007,1142.63,17,None
2024-02-16,South,SKU-008,10485.45,654,Flash Sale
2024-02-16,South,SKU-009,1311.35,84,Bundle
2024-02-16,South,SKU-010,4283.15,79,None
2024-02-16,East,SKU-001,1910.56,28,Discount
2024-02-16,East,SKU-002,985.62,34,Bundle
2024-02-16,East,SKU-003,3889.79,93,Discount
2024-02-16,East,SKU-004,2616.8,149,None
2024-02-16,East,SKU-005,2530.26,46,None
2024-02-16,East,SKU-006,1726.59,26,None
2024-02-16,East,SKU-007,2072.8,40,BOGO
2024-02-16,East,SKU-008,5889.89,119,Discount
2024-02-16,East,SKU-009,1269.65,17,None
2024-02-16,East,SKU-010,5459.13,97,Discount
2024-02-16,West,SKU-001,1800.02,65,Discount
2024-02-16,West,SKU-002,756.16,9,None
2024-02-16,West,SKU-003,3575.34,140,Bundle
2024-02-16,West,SKU-004,2058.96,53,None
2024-02-16,West,SKU-005,3174.03,86,Discount
2024-02-16,West,SKU-006,1745.73,27,Bundle
2024-02-16,West,SKU-007,1155.85,68,None
2024-02-16,West,SKU-008,4114.38,135,None
2024-02-16,West,SKU-009,1634.03,45,Bundle
2024-02-16,West,SKU-010,6085.79,82,Discount
2024-02-17,North,SKU-001,2636.87,72,Discount
2024-02-17,North,SKU-002,755.97,18,None
2024-02-17,North,SKU-003,4394.77,149,Discount
2024-02-17,North,SKU-004,4042.42,218,Bundle
2024-02-17,North,SKU-005,4554.0,60,Flash Sale
2024-02-17,North,SKU-006,2233.02,56,Bundle
2024-02-17,North,SKU-007,2272.51,40,Bundle
2024-02-17,North,SKU-008,7350.59,315,Discount
2024-02-17,North,SKU-009,1326.76,59,None
2024-02-17,North,SKU-010,6069.11,232,Bundle
2024-02-17,South,SKU-001,2407.24,70,BOGO
2024-02-17,South,SKU-002,942.64,16,None
2024-02-17,South,SKU-003,3406.83,66,None
2024-02-17,South,SKU-004,3513.69,49,Discount
2024-02-17,South,SKU-005,4157.84,143,Bundle
2024-02-17,South,SKU-006,2908.57,87,Bundle
2024-02-17,South,SKU-007,3341.33,107,Flash Sale
2024-02-17,South,SKU-008,9285.82,315,BOGO
2024-02-17,South,SKU-009,1695.11,23,None
2024-02-17,South,SKU-010,10752.12,610,Flash Sale
2024-02-17,East,SKU-001,2408.43,50,Bundle
2024-02-17,East,SKU-002,1625.1,35,Flash Sale
2024-02-17,East,SKU-003,3240.75,105,None
2024-02-17,East,SKU-004,3239.55,78,None
2024-02-17,East,SKU-005,3336.45,97,Discount
2024-02-17,East,SKU-006,1589.84,27,None
2024-02-17,East,SKU-007,1737.47,24,None
2024-02-17,East,SKU-008,7096.26,157,None
2024-02-17,East,SKU-009,1672.09,40,None
2024-02-17,East,SKU-010,7980.8,131,BOGO
2024-02-17,West,SKU-001,1938.65,98,None
2024-02-17,West,SKU-002,1368.4,39,BOGO
2024-02-17,West,SKU-003,4991.44,91,Discount
2024-02-17,West,SKU-004,4694.56,231,Discount
2024-02-17,West,SKU-005,4891.28,263,BOGO
2024-02-17,West,SKU-006,3644.12,164,BOGO
2024-02-17,West,SKU-007,2535.25,143,BOGO
2024-02-17,West,SKU-008,8297.9,161,BOGO
2024-02-17,West,SKU-009,1489.75,22,None
2024-02-17,West,SKU-010,5661.04,185,None
2024-02-18,North,SKU-001,1795.41,28,None
2024-02-18,North,SKU-002,1302.49,20,Discount
2024-02-18,North,SKU-003,4974.35,153,BOGO
2024-02-18,North,SKU-004,5204.35,272,Flash Sale
2024-02-18,North,SKU-005,4384.67,92,BOGO
2024-02-18,North,SKU-006,1948.07,39,None
2024-02-18,North,SKU-007,2206.31,56,Discount
2024-02-18,North,SKU-008,5217.39,72,None
2024-02-18,North,SKU-009,1210.16,16,None
2024-02-18,North,SKU-010,7864.32,393,Discount
2024-02-18,South,SKU-001,1542.54,25,None
2024-02-18,South,SKU-002,944.71,33,Bundle
2024-02-18,South,SKU-003,3030.29,38,None
2024-02-18,South,SKU-004,2975.81,70,None
2024-02-18,South,SKU-005,2560.63,134,None
2024-02-18,South,SKU-006,3130.05,64,Discount
2024-02-18,South,SKU-007,2480.07,66,BOGO
2024-02-18,South,SKU-008,9483.8,162,BOGO
2024-02-18,South,SKU-009,1858.96,35,Bundle
2024-02-18,South,SKU-010,5773.42,180,Discount
2024-02-18,East,SKU-001,2089.85,61,Bundle
2024-02-18,East,SKU-002,725.97,21,None
2024-02-18,East,SKU-003,3460.36,135,None
2024-02-18,East,SKU-004,3675.03,139,Discount
2024-02-18,East,SKU-005,2415.07,106,None
2024-02-18,East,SKU-006,3248.6,74,BOGO
2024-02-18,East,SKU-007,2246.43,43,BOGO
2024-02-18,East,SKU-008,6355.11,80,None
2024-02-18,East,SKU-009,1380.47,27,None
2024-02-18,East,SKU-010,4811.08,210,None
2024-02-18,West,SKU-001,1629.72,34,None
2024-02-18,West,SKU-002,996.12,13,None
2024-02-18,West,SKU-003,2648.55,42,None
2024-02-18,West,SKU-004,5094.91,148,BOGO
2024-02-18,West,SKU-005,4645.7,72,Discount
2024-02-18,West,SKU-006,2207.86,35,None
2024-02-18,West,SKU-007,1954.06,87,Bundle
2024-02-18,West,SKU-008,8988.82,373,Bundle
2024-02-18,West,SKU-009,1342.75,32,None
2024-02-18,West,SKU-010,6502.45,309,Discount
2024-02-19,North,SKU-001,1473.08,53,None
2024-02-19,North,SKU-002,1096.49,16,Discount
2024-02-19,North,SKU-003,3118.12,62,Discount
2024-02-19,North,SKU-004,3488.53,45,Bundle
2024-02-19,North,SKU-005,3882.6,108,Flash Sale
2024-02-19,North,SKU-006,1911.43,49,None
2024-02-19,North,SKU-007,1454.67,33,None
2024-02-19,North,SKU-008,8957.25,267,Flash Sale
2024-02-19,North,SKU-009,1790.34,40,BOGO
2024-02-19,North,SKU-010,3506.12,48,None
2024-02-19,South,SKU-001,3008.69,89,Flash Sale
2024-02-19,South,SKU-002,1459.91,34,Flash Sale
2024-02-19,South,SKU-003,2360.58,68,None
2024-02-19,South,SKU-004,3313.72,42,BOGO
2024-02-19,South,SKU-005,3695.05,88,Flash Sale
2024-02-19,South,SKU-006,2221.55,43,Discount
2024-02-19,South,SKU-007,1177.92,17,None
2024-02-19,South,SKU-008,7103.63,400,Discount
2024-02-19,South,SKU-009,1923.89,55,Discount
2024-02-19,South,SKU-010,4576.11,68,Bundle
2024-02-19,East,SKU-001,1277.96,16,None
2024-02-19,East,SKU-002,777.62,13,Bundle
2024-02-19,East,SKU-003,3726.48,79,Discount
2024-02-19,East,SKU-004,2846.64,43,Discount
2024-02-19,East,SKU-005,3624.82,187,Bundle
2024-02-19,East,SKU-006,2714.04,52,BOGO
2024-02-19,East,SKU-007,1970.58,42,Discount
2024-02-19,East,SKU-008,4715.08,75,None
2024-02-19,East,SKU-009,1379.39,53,None
2024-02-19,East,SKU-010,3396.05,75,None
2024-02-19,West,SKU-001,1331.45,72,None
2024-02-19,West,SKU-002,1090.14,14,BOGO
2024-02-19,West,SKU-003,3609.67,106,BOGO
2024-02-19,West,SKU-004,2519.9,38,None
2024-02-19,West,SKU-005,2574.48,47,None
2024-02-19,West,SKU-006,1671.73,23,None
2024-02-19,West,SKU-007,1703.23,28,Discount
2024-02-19,West,SKU-008,6662.4,126,BOGO
2024-02-19,West,SKU-009,975.85,20,None
2024-02-19,West,SKU-010,7035.5,168,BOGO
2024-02-20,North,SKU-001,1187.45,47,None
2024-02-20,North,SKU-002,1116.32,16,Discount
2024-02-20,North,SKU-003,2661.98,35,None
2024-02-20,North,SKU-004,2825.61,37,None
2024-02-20,North,SKU-005,2842.65,47,Bundle
2024-02-20,North,SKU-006,1851.36,25,None
2024-02-20,North,SKU-007,1861.49,53,BOGO
2024-02-20,North,SKU-008,4415.38,62,None
2024-02-20,North,SKU-009,1303.17,37,None
2024-02-20,North,SKU-010,4719.2,234,Discount
2024-02-20,South,SKU-001,1173.5,17,None
2024-02-20,South,SKU-002,1092.83,49,Flash Sale
2024-02-20,South,SKU-003,2718.95,36,None
2024-02-20,South,SKU-004,2071.21,35,None
2024-02-20,South,SKU-005,2590.94,34,None
2024-02-20,South,SKU-006,2380.8,85,Discount
2024-02-20,South,SKU-007,1738.99,71,BOGO
2024-02-20,South,SKU-008,8202.12,218,Discount
2024-02-20,South,SKU-009,1384.17,21,None
2024-02-20,South,SKU-010,5549.28,285,Discount
2024-02-20,East,SKU-001,1428.29,23,None
2024-02-20,East,SKU-002,856.2,13,Discount
2024-02-20,East,SKU-003,3274.51,152,None
2024-02-20,East,SKU-004,4098.48,58,Discount
2024-02-20,East,SKU-005,2864.75,53,Bundle
2024-02-20,East,SKU-006,2284.15,103,Bundle
2024-02-20,East,SKU-007,2554.86,60,BOGO
2024-02-20,East,SKU-008,6696.73,103,Discount
2024-02-20,East,SKU-009,1647.25,74,BOGO
2024-02-20,East,SKU-010,3949.38,102,None
2024-02-20,West,SKU-001,2021.98,114,Discount
2024-02-20,West,SKU-002,1123.57,28,BOGO
2024-02-20,West,SKU-003,3722.61,105,Bundle
2024-02-20,West,SKU-004,2900.58,69,Bundle
2024-02-20,West,SKU-005,3872.57,198,Flash Sale
2024-02-20,West,SKU-006,2511.03,64,Bundle
2024-02-20,West,SKU-007,1606.12,34,None
2024-02-20,West,SKU-008,4761.11,97,None
2024-02-20,West,SKU-009,1027.4,25,None
2024-02-20,West,SKU-010,4338.04,59,None
2024-02-21,North,SKU-001,1166.15,14,None
2024-02-21,North,SKU-002,991.35,14,BOGO
2024-02-21,North,SKU-003,4441.41,63,Flash Sale
2024-02-21,North,SKU-004,2969.18,48,Bundle
2024-02-21,North,SKU-005,3593.34,53,Discount
2024-02-21,North,SKU-006,2942.01,50,Flash Sale
2024-02-21,North,SKU-007,3040.22,63,Flash Sale
2024-02-21,North,SKU-008,5499.46,249,None
2024-02-21,North,SKU-009,1689.57,56,Discount
2024-02-21,North,SKU-010,3211.83,51,None
2024-02-21,South,SKU-001,1410.95,84,None
2024-02-21,South,SKU-002,670.95,11,None
2024-02-21,South,SKU-003,2535.79,45,None
2024-02-21,South,SKU-004,2667.47,54,None
2024-02-21,South,SKU-005,3380.77,120,Bundle
2024-02-21,South,SKU-006,2127.57,66,Bundle
2024-02-21,South,SKU-007,2407.61,48,BOGO
2024-02-21,South,SKU-008,5866.19,343,None
2024-02-21,South,SKU-009,2652.94,116,Flash Sale
2024-02-21,South,SKU-010,4761.33,120,Bundle
2024-02-21,East,SKU-001,1494.9,56,Bundle
2024-02-21,East,SKU-002,1137.26,44,Discount
2024-02-21,East,SKU-003,4465.95,72,Flash Sale
2024-02-21,East,SKU-004,3601.84,69,Bundle
2024-02-21,East,SKU-005,3220.18,54,Bundle
2024-02-21,East,SKU-006,2115.32,29,Bundle
2024-02-21,East,SKU-007,1280.83,27,None
2024-02-21,East,SKU-008,9878.74,260,Flash Sale
2024-02-21,East,SKU-009,1574.96,93,Discount
2024-02-21,East,SKU-010,3367.66,86,None
2024-02-21,West,SKU-001,1561.78,28,None
2024-02-21,West,SKU-002,1122.17,29,Flash Sale
2024-02-21,West,SKU-003,4249.63,227,BOGO
2024-02-21,West,SKU-004,3154.21,55,Discount
2024-02-21,West,SKU-005,2710.15,140,None
2024-02-21,West,SKU-006,1945.48,74,Discount
2024-02-21,West,SKU-007,1745.95,30,BOGO
2024-02-21,West,SKU-008,9694.18,131,Flash Sale
2024-02-21,West,SKU-009,1371.29,30,Discount
2024-02-21,West,SKU-010,4724.67,119,None
2024-02-22,North,SKU-001,2492.24,116,Flash Sale
2024-02-22,North,SKU-002,768.79,13,Bundle
2024-02-22,North,SKU-003,4399.04,64,BOGO
2024-02-22,North,SKU-004,3474.92,100,BOGO
2024-02-22,North,SKU-005,3895.53,69,Flash Sale
2024-02-22,North,SKU-006,1866.7,37,None
2024-02-22,North,SKU-007,1698.5,49,Discount
2024-02-22,North,SKU-008,10587.15,190,Flash Sale
2024-02-22,North,SKU-009,1317.54,25,None
2024-02-22,North,SKU-010,5755.8,111,BOGO
2024-02-22,South,SKU-001,1782.08,47,Bundle
2024-02-22,South,SKU-002,746.67,21,None
2024-02-22,South,SKU-003,3750.77,74,Discount
2024-02-22,South,SKU-004,3388.15,108,Discount
2024-02-22,South,SKU-005,3234.08,63,Bundle
2024-02-22,South,SKU-006,1727.02,35,None
2024-02-22,South,SKU-007,1380.16,47,None
2024-02-22,South,SKU-008,5857.72,103,Bundle
2024-02-22,South,SKU-009,2703.15,43,Flash Sale
2024-02-22,South,SKU-010,3991.24,103,None
2024-02-22,East,SKU-001,1265.36,19,None
2024-02-22,East,SKU-002,1121.27,26,Discount
2024-02-22,East,SKU-003,2900.48,41,None
2024-02-22,East,SKU-004,3962.68,69,Discount
2024-02-22,East,SKU-005,3502.8,115,Discount
2024-02-22,East,SKU-006,1944.64,70,Discount
2024-02-22,East,SKU-007,2097.34,59,Discount
2024-02-22,East,SKU-008,6611.62,152,Bundle
2024-02-22,East,SKU-009,1067.52,32,None
2024-02-22,East,SKU-010,3573.69,53,None
2024-02-22,West,SKU-001,1493.5,84,None
2024-02-22,West,SKU-002,1018.52,54,Bundle
2024-02-22,West,SKU-003,2548.07,74,None
2024-02-22,West,SKU-004,2907.54,70,None
2024-02-22,West,SKU-005,3980.58,54,BOGO
2024-02-22,West,SKU-006,3675.07,59,Flash Sale
2024-02-22,West,SKU-007,1197.62,22,None
2024-02-22,West,SKU-008,5010.63,72,None
2024-02-22,West,SKU-009,1694.39,81,Discount
2024-02-22,West,SKU-010,4388.3,124,None
2024-02-23,North,SKU-001,3011.0,47,Flash Sale
2024-02-23,North,SKU-002,1186.72,54,Flash Sale
2024-02-23,North,SKU-003,4578.67,105,Discount
2024-02-23,North,SKU-004,4017.68,215,Discount
2024-02-23,North,SKU-005,4022.21,180,BOGO
2024-02-23,North,SKU-006,3090.3,99,Flash Sale
2024-02-23,North,SKU-007,2159.11,28,Discount
2024-02-23,North,SKU-008,7868.43,202,BOGO
2024-02-23,North,SKU-009,1371.74,17,Discount
2024-02-23,North,SKU-010,4496.35,77,None
2024-02-23,South,SKU-001,1519.7,22,None
2024-02-23,South,SKU-002,888.22,22,Discount
2024-02-23,South,SKU-003,5115.13,85,BOGO
2024-02-23,South,SKU-004,4010.31,99,Discount
2024-02-23,South,SKU-005,5179.58,69,Flash Sale
2024-02-23,South,SKU-006,1923.2,28,Discount
2024-02-23,South,SKU-007,1722.7,24,Discount
2024-02-23,South,SKU-008,5793.29,103,None
2024-02-23,South,SKU-009,2569.3,78,Flash Sale
2024-02-23,South,SKU-010,4467.43,58,None
2024-02-23,East,SKU-001,2009.57,26,Bundle
2024-02-23,East,SKU-002,1224.35,17,BOGO
2024-02-23,East,SKU-003,3110.23,51,None
2024-02-23,East,SKU-004,2357.5,43,None
2024-02-23,East,SKU-005,3655.16,217,BOGO
2024-02-23,East,SKU-006,1735.91,64,None
2024-02-23,East,SKU-007,1943.33,81,Bundle
2024-02-23,East,SKU-008,8305.11,238,Flash Sale
2024-02-23,East,SKU-009,1023.33,32,None
2024-02-23,East,SKU-010,4505.03,75,None
2024-02-23,West,SKU-001,2215.36,30,BOGO
2024-02-23,West,SKU-002,636.61,10,None
2024-02-23,West,SKU-003,4932.55,176,BOGO
2024-02-23,West,SKU-004,4509.24,111,Flash Sale
2024-02-23,West,SKU-005,5210.1,71,Flash Sale
2024-02-23,West,SKU-006,1859.24,112,Discount
2024-02-23,West,SKU-007,2179.67,27,Discount
2024-02-23,West,SKU-008,6291.2,89,Discount
2024-02-23,West,SKU-009,1164.02,27,None
2024-02-23,West,SKU-010,4761.37,61,Discount
2024-02-24,North,SKU-001,1997.52,88,None
2024-02-24,North,SKU-002,1780.63,23,Flash Sale
2024-02-24,North,SKU-003,3639.33,59,Bundle
2024-02-24,North,SKU-004,4961.25,73,Discount
